stateur,statemb,state,age,tenure,joblost,nwhite,school12,sex,bluecol,smsa,married,dkids,dykids,yrdispl,rr,head,ui,portfolio,derivatives,insurance,Sharpe
9.3,188,94,29,1,slack_work,no,no,female,yes,yes,yes,yes,no,7,0.4945055,yes,yes,no,no,no,0.0
5.0,175,47,25,1,other,no,no,female,yes,no,yes,yes,yes,4,0.552,no,no,yes,yes,yes,1.104
7.7,147,74,26,1,slack_work,yes,no,female,yes,yes,no,yes,yes,1,0.5179487,no,yes,yes,yes,yes,1.0358974
8.1,147,31,29,22,other,no,no,female,yes,no,yes,yes,no,5,0.3664122,yes,yes,no,no,no,0.0
4.2,180,21,30,8,other,no,no,female,yes,no,no,no,no,7,0.5,yes,no,no,no,no,0.0
11.8,205,23,20,2,slack_work,no,no,female,yes,yes,yes,yes,yes,2,0.5115741,yes,yes,yes,yes,yes,1.0231482
5.2,145,86,20,2,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.3783784,yes,yes,yes,yes,yes,0.7567568
5.2,252,23,24,1,other,no,no,female,yes,no,no,no,no,7,0.5220588,no,yes,no,no,no,0.0
5.3,175,56,27,16,other,yes,no,female,yes,no,no,no,no,5,0.5,yes,yes,no,no,no,0.0
5.6,190,93,30,18,other,no,yes,female,yes,yes,yes,yes,yes,9,0.3948052,yes,yes,yes,yes,yes,0.7896104
3.7,169,13,29,2,slack_work,no,no,female,yes,yes,no,no,no,8,0.5747126,yes,yes,no,no,no,0.0
4.9,180,21,22,1,seasonal_job_ended,no,yes,female,yes,yes,yes,yes,no,6,0.2992958,no,no,no,no,no,0.0
7.3,225,59,25,2,position_abolished,no,no,female,yes,yes,yes,yes,no,10,0.5063291,no,no,yes,yes,yes,1.0126582
5.4,280,23,29,8,other,no,no,female,yes,yes,yes,yes,no,9,0.5210356,yes,no,yes,yes,yes,1.0420712
9.0,282,14,29,2,slack_work,no,no,female,yes,yes,no,no,no,10,0.5,no,yes,no,no,no,0.0
11.4,168,33,52,1,slack_work,yes,yes,female,yes,yes,yes,yes,no,2,0.5045045,no,yes,no,no,no,0.0
7.0,189,74,30,2,other,no,no,female,yes,no,yes,yes,no,4,0.4725,yes,no,yes,yes,yes,0.945
6.8,150,59,24,9,slack_work,no,no,female,yes,yes,yes,yes,no,4,0.5,no,yes,yes,yes,yes,1.0
7.2,150,63,21,1,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.4296029,yes,no,yes,yes,yes,0.8592058
6.0,193,87,34,4,slack_work,no,no,female,yes,yes,yes,yes,no,5,0.3849287,yes,yes,no,no,no,0.0
7.3,225,59,44,2,position_abolished,no,no,female,yes,yes,yes,yes,no,10,0.5,yes,yes,no,no,no,0.0
7.2,260,21,39,1,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.2162447,yes,yes,no,no,no,0.0
5.5,202,88,23,1,slack_work,no,no,female,yes,yes,yes,yes,yes,10,0.3678161,no,yes,yes,yes,yes,0.7356322
5.8,155,58,26,8,other,yes,no,female,yes,no,yes,yes,no,7,0.5208333,no,yes,yes,yes,yes,1.0416666
9.2,136,88,20,8,other,no,no,female,yes,no,yes,yes,no,1,0.5016502,no,yes,no,no,no,0.0
4.8,146,13,22,2,position_abolished,no,no,female,yes,no,yes,yes,no,4,0.5,no,yes,yes,yes,yes,1.0
7.5,275,34,28,1,slack_work,no,yes,female,yes,yes,yes,yes,no,9,0.5258359,no,no,no,no,no,0.0
5.4,125,21,20,4,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.5,no,yes,no,no,no,0.0
7.1,263,34,22,2,other,no,no,female,yes,yes,no,no,no,8,0.5282052,no,yes,no,no,no,0.0
5.7,241,23,26,2,slack_work,no,no,female,yes,yes,no,no,no,6,0.5207547,no,yes,no,no,no,0.0
11.6,84,32,21,2,seasonal_job_ended,no,no,female,yes,yes,no,yes,yes,1,0.4676617,no,yes,yes,yes,yes,0.9353234
10.8,225,55,25,38,other,no,yes,female,yes,no,yes,yes,no,6,0.5211267,yes,yes,no,no,no,0.0
9.2,95,86,29,11,other,no,no,female,yes,no,yes,yes,no,1,0.25,yes,yes,yes,yes,yes,0.5
6.7,90,32,25,2,other,no,no,female,yes,yes,no,no,no,5,0.3591837,no,no,no,no,no,0.0
5.1,166,93,27,2,seasonal_job_ended,no,no,female,yes,yes,no,no,no,8,0.3317972,no,no,no,no,no,0.0
11.9,110,62,21,14,other,no,no,female,yes,no,yes,yes,no,1,0.1696552,yes,yes,no,no,no,0.0
4.8,255,41,24,4,seasonal_job_ended,yes,no,female,yes,yes,no,no,no,9,0.2834008,no,no,no,no,no,0.0
10.5,251,55,38,27,slack_work,no,no,female,yes,yes,no,no,no,10,0.3338954,no,yes,no,no,no,0.0
3.9,196,14,21,6,other,no,no,female,yes,yes,yes,yes,no,4,0.4611765,yes,yes,no,no,no,0.0
10.0,156,94,28,3,other,no,yes,female,yes,no,yes,yes,no,3,0.2608696,no,yes,no,no,no,0.0
11.7,148,33,20,2,slack_work,no,no,female,yes,no,yes,yes,yes,1,0.4230769,no,yes,yes,yes,yes,0.8461538
8.2,197,34,53,3,slack_work,no,no,female,yes,yes,yes,yes,no,6,0.5245283,yes,yes,yes,yes,yes,1.0490566
5.0,279,22,25,3,slack_work,no,no,female,yes,yes,no,no,no,9,0.6007605,yes,yes,no,no,no,0.0
5.4,118,57,47,1,slack_work,yes,no,female,yes,yes,no,yes,no,2,0.5,no,yes,yes,yes,yes,1.0
6.9,291,23,30,4,slack_work,no,no,female,yes,yes,no,no,no,10,0.5211267,no,yes,no,no,no,0.0
3.2,220,14,27,2,other,no,no,female,yes,yes,no,no,no,6,0.5,yes,yes,no,no,no,0.0
6.1,138,54,30,3,other,no,no,female,yes,no,no,no,no,2,0.519573,no,no,no,no,no,0.0
5.6,125,57,24,1,other,yes,no,female,yes,yes,no,yes,no,6,0.496063,yes,no,yes,yes,yes,0.992126
8.5,125,21,50,5,other,yes,no,female,yes,yes,yes,yes,no,1,0.4975124,no,yes,no,no,no,0.0
8.2,191,41,24,26,position_abolished,no,no,female,yes,yes,yes,yes,no,2,0.4768519,yes,yes,no,no,no,0.0
5.7,184,31,20,3,position_abolished,no,yes,female,yes,yes,yes,yes,no,9,0.305668,no,yes,no,no,no,0.0
6.2,217,74,25,10,position_abolished,no,no,female,yes,yes,yes,yes,no,9,0.3107639,no,yes,no,no,no,0.0
11.7,115,64,26,13,position_abolished,no,yes,female,yes,yes,yes,yes,no,5,0.1918506,yes,yes,yes,yes,yes,0.3837012
6.0,156,16,29,1,slack_work,no,no,female,yes,no,yes,yes,yes,2,0.2608025,yes,yes,yes,yes,yes,0.521605
9.4,136,93,23,1,other,no,no,female,yes,yes,yes,yes,no,1,0.4177215,yes,yes,no,no,no,0.0
5.1,180,11,29,6,slack_work,no,no,female,yes,yes,yes,yes,no,9,0.4088398,yes,yes,no,no,no,0.0
7.3,225,59,29,8,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.5,yes,no,no,no,no,0.0
9.5,140,61,25,2,slack_work,yes,no,female,yes,no,no,no,no,4,0.5185185,no,yes,no,no,no,0.0
6.7,166,93,20,15,position_abolished,yes,no,female,yes,yes,yes,yes,no,5,0.3928571,no,yes,no,no,no,0.0
8.9,158,85,21,2,slack_work,no,yes,female,yes,no,yes,yes,no,6,0.3164557,yes,yes,no,no,no,0.0
4.0,255,14,22,1,slack_work,no,yes,female,yes,yes,yes,yes,yes,8,0.3536,yes,yes,yes,yes,yes,0.7072
6.2,225,51,24,1,slack_work,yes,no,female,yes,no,yes,yes,no,10,0.469657,yes,yes,no,no,no,0.0
7.6,197,91,25,2,slack_work,no,no,female,yes,no,yes,yes,yes,6,0.4934037,yes,yes,yes,yes,yes,0.9868074
5.6,190,93,27,5,slack_work,no,no,female,yes,yes,no,no,no,9,0.0947752,no,yes,no,no,no,0.0
4.3,141,12,26,1,slack_work,no,no,female,yes,no,no,yes,no,3,0.3133047,no,no,yes,yes,yes,0.6266094
6.6,130,62,20,2,other,no,no,female,yes,yes,yes,yes,yes,6,0.4178404,yes,no,yes,yes,yes,0.8356808
8.9,136,71,25,3,other,no,no,female,yes,no,yes,yes,no,3,0.5023041,no,yes,no,no,no,0.0
6.8,125,57,24,1,seasonal_job_ended,yes,no,female,yes,yes,no,yes,no,4,0.5,yes,yes,yes,yes,yes,1.0
7.4,199,61,30,3,other,no,no,female,yes,no,yes,yes,no,10,0.3312236,yes,yes,yes,yes,yes,0.6624472
10.3,190,23,28,1,other,no,no,female,yes,yes,no,no,no,1,0.5209581,no,yes,no,no,no,0.0
5.7,175,59,30,3,other,no,no,female,yes,yes,no,no,no,5,0.5033113,no,yes,no,no,no,0.0
4.4,225,35,20,2,position_abolished,no,no,female,yes,yes,no,no,no,9,0.5209125,yes,yes,no,no,no,0.0
5.3,165,51,24,4,other,no,no,female,yes,yes,yes,yes,no,4,0.5,no,no,no,no,no,0.0
8.8,204,92,26,7,slack_work,no,no,female,yes,yes,yes,yes,no,4,0.34,yes,yes,yes,yes,yes,0.68
6.7,166,93,28,15,other,no,no,female,yes,yes,yes,yes,no,5,0.3932203,yes,yes,yes,yes,yes,0.7864406
6.4,196,31,30,7,other,no,no,female,yes,yes,yes,yes,no,10,0.4980237,no,yes,no,no,no,0.0
10.3,115,64,29,7,slack_work,no,no,female,yes,no,yes,yes,no,4,0.46,yes,yes,yes,yes,yes,0.92
9.2,166,87,22,2,slack_work,no,no,female,yes,no,yes,yes,yes,2,0.4251781,yes,yes,yes,yes,yes,0.8503562
5.5,145,58,22,3,slack_work,no,no,female,yes,yes,no,no,no,6,0.4126506,yes,yes,no,no,no,0.0
7.8,120,63,28,3,slack_work,yes,no,female,yes,yes,yes,yes,yes,6,0.4014085,yes,no,yes,yes,yes,0.802817
5.8,198,54,25,1,other,no,no,female,yes,yes,no,no,no,10,0.5198556,no,no,no,no,no,0.0
6.5,180,21,22,6,slack_work,no,no,female,yes,yes,no,no,no,4,0.5,no,yes,no,no,no,0.0
9.0,161,33,27,5,other,no,no,female,yes,yes,yes,yes,no,4,0.2683333,yes,no,no,no,no,0.0
9.2,276,34,20,3,slack_work,no,no,female,yes,yes,yes,yes,yes,10,0.5232068,no,no,yes,yes,yes,1.0464136
3.9,196,14,26,14,slack_work,no,no,female,yes,yes,yes,yes,no,4,0.1781818,yes,yes,no,no,no,0.0
12.3,147,31,20,9,slack_work,no,no,female,yes,yes,yes,yes,yes,1,0.2939068,yes,yes,yes,yes,yes,0.5878136
9.0,282,14,26,6,slack_work,no,no,female,yes,yes,no,no,no,10,0.5012658,no,yes,no,no,no,0.0
6.6,291,22,20,2,slack_work,no,no,female,yes,yes,no,no,no,10,0.4159132,no,yes,no,no,no,0.0
8.0,224,23,20,5,slack_work,no,no,female,yes,yes,yes,yes,no,4,0.448,yes,yes,yes,yes,yes,0.896
3.6,204,56,20,1,slack_work,yes,no,female,yes,yes,yes,yes,no,7,0.5,yes,yes,yes,yes,yes,1.0
9.9,105,43,20,3,position_abolished,no,no,female,yes,no,yes,yes,yes,2,0.5888889,yes,yes,yes,yes,yes,1.1777778
9.1,161,33,21,11,position_abolished,no,no,female,yes,yes,no,no,no,3,0.2372159,yes,yes,no,no,no,0.0
6.3,194,44,22,1,position_abolished,no,yes,female,yes,yes,yes,yes,no,5,0.3869654,no,no,no,no,no,0.0
5.6,200,59,22,3,slack_work,no,no,female,yes,no,yes,yes,no,8,0.5,yes,no,yes,yes,yes,1.0
7.8,145,64,29,6,other,no,no,female,yes,no,yes,yes,yes,8,0.4144737,yes,no,yes,yes,yes,0.8289474
15.0,223,55,26,7,slack_work,no,yes,female,yes,no,yes,yes,yes,3,0.519337,yes,yes,yes,yes,yes,1.038674
3.0,216,16,25,1,other,no,no,female,yes,yes,yes,yes,no,7,0.3420593,yes,yes,yes,yes,yes,0.6841186
6.0,166,88,30,1,other,no,no,female,yes,yes,yes,yes,yes,5,0.5204082,yes,no,yes,yes,yes,1.0408164
10.3,190,23,29,16,seasonal_job_ended,yes,no,female,yes,yes,yes,yes,no,1,0.5201794,yes,no,yes,yes,yes,1.0403588
9.0,161,33,25,4,slack_work,no,no,female,yes,no,no,yes,no,4,0.48,no,no,yes,yes,yes,0.96
7.2,260,21,25,3,slack_work,no,no,female,yes,yes,no,yes,no,10,0.4981949,yes,yes,yes,yes,yes,0.9963898
9.9,225,55,21,5,slack_work,no,no,female,yes,yes,yes,yes,no,7,0.5189003,yes,yes,no,no,no,0.0
6.8,181,81,25,1,slack_work,no,no,female,yes,no,no,no,no,7,0.33,no,no,no,no,no,0.0
5.8,198,54,23,2,slack_work,no,no,female,yes,no,yes,yes,yes,10,0.4642857,yes,yes,yes,yes,yes,0.9285714
6.8,176,33,30,1,slack_work,no,no,female,yes,yes,no,yes,no,7,0.489011,no,no,yes,yes,yes,0.978022
5.3,96,32,24,1,slack_work,yes,no,female,yes,yes,yes,yes,yes,7,0.29,yes,yes,yes,yes,yes,0.58
10.0,150,94,29,1,other,no,no,female,yes,no,no,no,no,1,0.4686567,no,no,no,no,no,0.0
7.2,260,21,24,2,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.4324895,yes,yes,no,no,no,0.0
9.1,161,33,22,5,other,yes,yes,female,yes,yes,yes,yes,yes,3,0.461326,yes,no,yes,yes,yes,0.922652
6.4,196,31,20,6,slack_work,yes,no,female,yes,yes,yes,yes,no,10,0.5,no,no,no,no,no,0.0
5.1,155,62,25,7,other,no,no,female,yes,no,yes,yes,no,8,0.3940887,no,yes,yes,yes,yes,0.7881774
7.7,204,71,20,23,slack_work,no,no,female,yes,no,yes,yes,no,7,0.5,yes,yes,no,no,no,0.0
5.1,193,82,21,2,slack_work,no,no,female,yes,no,yes,yes,no,8,0.4976959,no,yes,no,no,no,0.0
5.1,193,82,21,2,slack_work,no,no,female,yes,no,yes,yes,no,8,0.4976959,yes,yes,no,no,no,0.0
6.6,224,74,27,6,slack_work,no,no,female,yes,yes,yes,yes,yes,10,0.520202,yes,yes,yes,yes,yes,1.040404
14.4,194,55,21,13,position_abolished,no,no,female,yes,yes,yes,yes,no,1,0.5205128,no,yes,yes,yes,yes,1.0410256
8.5,125,21,24,21,position_abolished,yes,no,female,yes,yes,yes,yes,no,1,0.461794,yes,yes,yes,yes,yes,0.923588
5.0,175,47,26,13,slack_work,no,no,female,yes,yes,no,no,no,4,0.5147059,yes,yes,no,no,no,0.0
6.7,166,93,28,3,slack_work,no,yes,female,yes,yes,yes,yes,no,5,0.1954436,yes,yes,no,no,no,0.0
12.9,140,61,21,6,position_abolished,no,yes,female,yes,yes,yes,yes,no,1,0.3256785,yes,yes,no,no,no,0.0
5.6,190,93,24,1,other,no,no,female,yes,yes,yes,yes,yes,9,0.3958333,yes,yes,yes,yes,yes,0.7916666
5.0,200,59,20,4,slack_work,no,no,female,yes,yes,no,no,no,7,0.5022026,yes,no,no,no,no,0.0
4.9,126,46,40,1,position_abolished,no,yes,female,yes,no,yes,yes,yes,6,0.5394737,no,no,yes,yes,yes,1.0789474
11.7,148,33,35,6,slack_work,no,yes,male,yes,yes,yes,yes,yes,1,0.5022421,yes,yes,yes,yes,yes,1.0044842
8.0,120,62,22,4,other,no,no,female,yes,no,yes,yes,yes,4,0.42,no,yes,yes,yes,yes,0.84
11.2,178,91,27,2,slack_work,no,no,male,yes,yes,no,no,no,2,0.4183007,yes,yes,no,no,no,0.0
4.8,204,47,53,1,position_abolished,no,yes,male,yes,no,yes,no,no,7,0.5549451,yes,yes,no,no,no,0.0
6.8,181,81,35,12,other,no,no,male,yes,no,no,no,no,7,0.2014652,yes,no,no,no,no,0.0
6.0,198,41,50,6,slack_work,no,no,male,yes,yes,yes,no,no,4,0.44,yes,no,no,no,no,0.0
6.4,96,32,35,12,position_abolished,yes,yes,male,yes,yes,yes,yes,no,6,0.2740964,yes,yes,yes,yes,yes,0.5481928
6.0,157,31,31,4,slack_work,no,no,female,yes,yes,yes,yes,no,7,0.5,no,no,yes,yes,yes,1.0
6.4,196,31,60,27,position_abolished,no,no,male,yes,yes,yes,no,no,10,0.408971,yes,yes,no,no,no,0.0
10.3,115,64,38,6,position_abolished,yes,no,male,yes,no,yes,no,no,4,0.115,yes,yes,no,no,no,0.0
4.0,183,15,33,5,position_abolished,no,yes,male,yes,yes,yes,yes,yes,5,0.4316547,yes,yes,yes,yes,yes,0.8633094
5.3,166,93,28,2,slack_work,no,yes,male,yes,no,no,no,no,7,0.3930818,yes,no,no,no,no,0.0
7.1,118,57,49,3,position_abolished,no,no,female,yes,yes,yes,no,no,3,0.4962963,no,yes,no,no,no,0.0
4.8,204,47,25,3,position_abolished,no,no,male,yes,no,yes,yes,yes,7,0.5529412,yes,no,yes,yes,yes,1.1058824
11.8,205,23,27,6,slack_work,no,no,male,yes,no,yes,no,no,2,0.5115741,yes,yes,no,no,no,0.0
4.8,204,47,45,15,slack_work,no,no,female,yes,yes,no,no,no,7,0.2043956,yes,yes,no,no,no,0.0
7.1,206,33,31,1,other,no,yes,female,yes,yes,no,yes,no,10,0.4915254,yes,yes,yes,yes,yes,0.9830508
9.2,166,87,52,1,slack_work,no,yes,female,yes,yes,no,no,no,2,0.5,yes,yes,no,no,no,0.0
6.8,150,59,21,1,seasonal_job_ended,no,no,male,yes,yes,no,no,no,4,0.375,yes,no,no,no,no,0.0
9.7,166,93,27,2,slack_work,no,no,male,yes,yes,yes,no,no,2,0.3925,no,yes,no,no,no,0.0
7.1,206,33,43,1,other,no,yes,female,yes,yes,yes,no,no,10,0.4956522,no,no,no,no,no,0.0
3.8,207,14,32,7,other,no,yes,male,yes,yes,yes,yes,no,5,0.3759259,yes,no,yes,yes,yes,0.7518518
7.4,197,73,52,31,position_abolished,no,yes,male,yes,yes,yes,no,no,6,0.4484412,yes,no,no,no,no,0.0
5.7,203,22,37,16,position_abolished,no,no,male,yes,yes,yes,yes,no,4,0.5486487,yes,yes,yes,yes,yes,1.0972974
9.0,161,33,34,2,position_abolished,no,yes,male,yes,no,yes,yes,no,4,0.48,yes,no,yes,yes,yes,0.96
4.7,146,13,25,1,position_abolished,no,no,male,yes,yes,yes,no,no,5,0.3235294,yes,yes,no,no,no,0.0
7.2,196,35,56,27,position_abolished,no,no,male,yes,yes,yes,yes,no,4,0.3266667,yes,no,yes,yes,yes,0.6533334
6.6,224,74,35,2,slack_work,no,yes,male,yes,no,yes,yes,no,10,0.520202,yes,yes,yes,yes,yes,1.040404
5.9,206,84,42,6,slack_work,no,no,female,yes,yes,no,yes,no,4,0.5953757,yes,no,yes,yes,yes,1.1907514
11.4,158,92,36,5,other,no,yes,male,yes,no,yes,yes,no,1,0.5253732,yes,no,yes,yes,yes,1.0507464
7.8,166,93,35,10,other,no,yes,male,yes,yes,no,no,no,3,0.2769726,no,yes,no,no,no,0.0
7.6,229,34,34,3,position_abolished,no,no,male,yes,yes,yes,yes,yes,7,0.4118812,yes,yes,yes,yes,yes,0.8237624
14.4,194,55,56,15,position_abolished,no,no,male,yes,no,yes,yes,yes,1,0.519403,yes,yes,yes,yes,yes,1.038806
8.0,168,74,21,2,position_abolished,no,no,male,yes,yes,no,yes,yes,2,0.5185185,no,yes,yes,yes,yes,1.037037
7.2,166,93,54,3,slack_work,no,yes,male,yes,yes,no,no,no,4,0.3942857,no,yes,no,no,no,0.0
5.7,203,22,21,1,other,no,no,male,yes,yes,yes,no,no,4,0.5977011,yes,no,no,no,no,0.0
8.3,245,55,55,16,slack_work,no,no,female,yes,yes,yes,no,no,9,0.5182186,no,yes,no,no,no,0.0
5.3,175,59,38,6,position_abolished,yes,no,female,yes,yes,no,yes,yes,6,0.5,yes,no,yes,yes,yes,1.0
6.2,199,33,23,1,position_abolished,no,no,male,yes,yes,no,no,no,9,0.4530387,yes,no,no,no,no,0.0
6.3,150,59,34,1,position_abolished,no,no,female,yes,yes,yes,yes,yes,3,0.4965517,no,no,yes,yes,yes,0.9931034
8.8,204,92,38,2,slack_work,no,yes,male,yes,yes,yes,yes,no,4,0.5666667,yes,yes,yes,yes,yes,1.1333334
7.9,181,72,37,2,slack_work,yes,no,male,yes,yes,yes,yes,no,8,0.5202703,yes,no,yes,yes,yes,1.0405406
11.5,205,72,22,1,position_abolished,yes,no,male,yes,yes,yes,yes,yes,4,0.51875,yes,yes,yes,yes,yes,1.0375
6.8,181,81,40,9,seasonal_job_ended,no,no,male,yes,yes,yes,yes,no,7,0.489011,yes,yes,yes,yes,yes,0.978022
14.6,90,64,28,2,slack_work,no,no,male,yes,no,no,no,no,1,0.4484305,yes,no,no,no,no,0.0
9.4,136,93,30,2,slack_work,no,no,male,yes,yes,no,yes,no,1,0.4179105,yes,yes,yes,yes,yes,0.835821
6.8,232,23,52,27,other,no,no,female,yes,no,no,no,no,5,0.5179856,no,no,no,no,no,0.0
10.5,251,55,47,24,position_abolished,no,no,male,yes,yes,yes,yes,no,10,0.2981928,yes,yes,yes,yes,yes,0.5963856
5.6,190,93,53,5,slack_work,no,no,male,yes,yes,yes,no,no,9,0.2937853,yes,yes,no,no,no,0.0
5.1,200,83,40,1,slack_work,no,no,male,yes,no,no,no,no,10,0.5168539,yes,no,no,no,no,0.0
5.4,280,23,33,3,position_abolished,no,no,male,yes,yes,yes,yes,yes,9,0.5194175,yes,no,yes,yes,yes,1.038835
6.3,130,43,33,6,other,yes,no,male,yes,yes,yes,no,no,6,0.3052109,yes,yes,no,no,no,0.0
6.8,150,59,26,1,other,no,no,male,yes,yes,yes,yes,no,4,0.5,yes,no,yes,yes,yes,1.0
14.6,90,64,24,2,slack_work,yes,no,male,yes,no,no,no,no,1,0.3205128,no,yes,no,no,no,0.0
7.2,168,12,52,9,slack_work,no,no,male,yes,no,no,no,no,10,0.3204819,no,yes,no,no,no,0.0
5.9,182,74,31,1,slack_work,no,no,male,yes,yes,yes,yes,yes,3,0.5179856,yes,no,yes,yes,yes,1.0359712
6.6,224,74,26,2,slack_work,no,no,male,yes,yes,yes,yes,yes,10,0.5189874,yes,no,yes,yes,yes,1.0379748
9.0,161,33,32,1,slack_work,no,no,male,yes,no,yes,yes,yes,4,0.48,yes,yes,yes,yes,yes,0.96
6.7,270,16,36,3,slack_work,yes,no,female,yes,yes,no,yes,yes,10,0.4979592,yes,yes,yes,yes,yes,0.9959184
5.2,165,83,44,1,other,no,no,female,yes,no,yes,yes,no,1,0.4717949,no,yes,yes,yes,yes,0.9435898
2.7,144,46,44,13,slack_work,no,no,male,yes,no,yes,yes,yes,10,0.3607595,yes,no,yes,yes,yes,0.721519
14.3,182,34,31,1,other,no,no,male,yes,yes,yes,yes,yes,1,0.5253732,yes,yes,yes,yes,yes,1.0507464
10.3,115,64,49,7,slack_work,no,no,male,yes,no,yes,no,no,4,0.23,yes,yes,no,no,no,0.0
5.8,145,62,43,9,other,yes,no,female,yes,yes,no,no,no,7,0.3815029,yes,yes,no,no,no,0.0
12.3,147,31,39,18,slack_work,no,no,male,yes,no,yes,yes,no,1,0.3215686,yes,yes,yes,yes,yes,0.6431372
6.6,224,74,30,10,slack_work,yes,no,male,yes,no,yes,yes,yes,10,0.5211267,yes,yes,yes,yes,yes,1.0422534
6.3,156,44,32,3,other,no,yes,male,yes,no,yes,yes,yes,1,0.2600897,yes,yes,yes,yes,yes,0.5201794
11.4,158,92,42,1,position_abolished,no,yes,male,yes,yes,yes,yes,no,1,0.1752988,yes,yes,yes,yes,yes,0.3505976
7.5,115,58,30,3,other,no,no,female,yes,no,yes,yes,yes,2,0.5217391,no,yes,yes,yes,yes,1.0434782
5.7,184,31,52,5,slack_work,no,no,female,yes,no,no,no,no,9,0.5026455,yes,yes,no,no,no,0.0
5.4,280,23,59,1,slack_work,no,no,male,yes,yes,yes,no,no,9,0.5182186,yes,yes,no,no,no,0.0
9.7,166,93,20,2,seasonal_job_ended,no,no,male,yes,yes,no,yes,yes,2,0.344894,no,no,yes,yes,yes,0.689788
6.2,199,33,59,4,other,no,no,male,yes,yes,no,no,no,9,0.4895833,yes,yes,no,no,no,0.0
7.2,196,35,31,2,slack_work,no,no,male,yes,no,yes,yes,yes,4,0.5,yes,yes,yes,yes,yes,1.0
6.0,157,31,29,4,position_abolished,no,no,male,yes,yes,yes,no,no,7,0.3142857,yes,no,no,no,no,0.0
8.0,168,74,31,4,other,no,no,male,yes,yes,no,no,no,2,0.5202312,no,no,no,no,no,0.0
7.4,213,84,28,5,slack_work,no,no,male,yes,yes,yes,yes,yes,5,0.4050388,yes,yes,yes,yes,yes,0.8100776
9.4,136,93,30,10,other,no,no,male,yes,yes,no,no,no,1,0.3408072,no,yes,no,no,no,0.0
6.0,193,87,39,9,other,no,yes,male,yes,yes,yes,yes,no,5,0.2413793,yes,yes,yes,yes,yes,0.4827586
6.2,217,74,34,3,slack_work,no,no,male,yes,yes,yes,yes,yes,9,0.5186567,yes,yes,yes,yes,yes,1.0373134
5.5,169,31,36,2,other,no,no,female,yes,yes,no,yes,no,8,0.5,yes,no,yes,yes,yes,1.0
8.7,154,71,58,16,position_abolished,no,no,male,yes,no,yes,no,no,4,0.2566667,yes,yes,no,no,no,0.0
4.0,250,41,23,2,seasonal_job_ended,no,no,male,yes,yes,yes,no,no,7,0.501529,yes,yes,no,no,no,0.0
4.3,141,12,56,3,position_abolished,no,no,female,yes,no,yes,no,no,3,0.5770751,no,yes,no,no,no,0.0
8.5,176,84,31,4,position_abolished,no,no,male,yes,no,yes,no,no,1,0.6021506,yes,no,no,no,no,0.0
5.1,252,16,56,3,position_abolished,no,no,female,yes,no,yes,no,no,9,0.5,no,no,no,no,no,0.0
5.9,182,74,61,2,slack_work,no,no,female,yes,yes,yes,no,no,3,0.5180723,no,yes,no,no,no,0.0
5.6,150,54,29,7,slack_work,yes,no,male,yes,yes,no,no,no,4,0.4615385,no,yes,no,no,no,0.0
5.1,166,93,24,1,other,no,no,male,yes,yes,no,yes,no,8,0.3893805,no,no,yes,yes,yes,0.778761
11.6,84,32,55,13,other,yes,no,female,yes,yes,no,no,no,1,0.301282,yes,yes,no,no,no,0.0
5.1,180,21,42,3,seasonal_job_ended,yes,no,male,yes,yes,no,no,no,8,0.2604341,no,yes,no,no,no,0.0
5.1,180,11,26,1,slack_work,no,yes,male,yes,no,no,no,no,9,0.5887446,no,yes,no,no,no,0.0
6.5,180,21,54,8,other,no,no,male,yes,yes,yes,no,no,4,0.2,yes,no,no,no,no,0.0
9.0,282,14,21,3,slack_work,no,no,male,yes,no,no,yes,no,10,0.4981949,no,yes,yes,yes,yes,0.9963898
7.2,166,93,34,1,slack_work,no,no,male,yes,yes,no,no,no,4,0.3944444,yes,yes,no,no,no,0.0
9.7,188,94,26,2,seasonal_job_ended,no,no,male,yes,yes,no,no,no,4,0.3133333,no,yes,no,no,no,0.0
5.6,200,59,20,1,slack_work,no,no,male,yes,yes,yes,yes,yes,8,0.5,yes,yes,yes,yes,yes,1.0
12.4,90,63,44,1,slack_work,no,no,female,yes,yes,yes,yes,no,1,0.4716981,no,no,yes,yes,yes,0.9433962
6.6,224,74,29,2,slack_work,no,no,male,yes,yes,no,no,no,10,0.5189874,no,no,no,no,no,0.0
6.9,291,23,36,1,slack_work,no,no,male,yes,yes,no,no,no,10,0.5189874,yes,no,no,no,no,0.0
6.0,247,92,39,1,slack_work,no,yes,male,yes,yes,yes,yes,no,10,0.4936709,yes,yes,yes,yes,yes,0.9873418
6.1,206,82,25,1,position_abolished,no,no,male,yes,no,yes,yes,yes,10,0.4981949,yes,yes,yes,yes,yes,0.9963898
11.9,110,62,38,1,slack_work,no,no,female,yes,yes,yes,yes,no,1,0.3671642,no,yes,yes,yes,yes,0.7343284
5.9,200,59,25,1,other,no,yes,female,yes,yes,no,no,no,9,0.4969697,no,yes,no,no,no,0.0
