stateur,statemb,state,age,tenure,joblost,nwhite,school12,sex,bluecol,smsa,married,dkids,dykids,yrdispl,rr,head,ui,portfolio,derivatives,insurance,Sharpe
8.1,161,33,30,1,other,no,no,female,yes,yes,no,no,no,5,0.477707,no,yes,no,no,no,0.0
15.0,223,55,22,9,other,no,yes,female,yes,no,yes,yes,no,3,0.5209003,yes,yes,no,no,no,0.0
13.0,225,55,22,7,other,no,no,female,yes,no,yes,yes,no,4,0.51875,no,yes,yes,yes,yes,1.0375
7.5,210,93,21,14,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.1500904,yes,yes,yes,yes,yes,0.3001808
8.8,158,81,29,5,seasonal_job_ended,yes,no,female,yes,no,yes,yes,yes,2,0.4659401,yes,no,yes,yes,yes,0.9318802
8.7,154,71,28,4,other,no,no,female,yes,yes,no,no,no,4,0.5037037,yes,yes,no,no,no,0.0
6.4,96,32,26,7,slack_work,no,no,female,yes,no,yes,yes,yes,6,0.1919831,yes,yes,yes,yes,yes,0.3839662
5.0,175,47,24,3,slack_work,no,yes,female,yes,yes,yes,yes,no,4,0.3507014,yes,yes,yes,yes,yes,0.7014028
5.2,163,47,26,3,other,yes,yes,female,yes,no,yes,yes,yes,3,0.4668508,yes,yes,yes,yes,yes,0.9337016
9.0,282,14,26,7,other,no,no,female,yes,yes,yes,yes,no,10,0.5,no,yes,no,no,no,0.0
5.2,163,47,30,2,position_abolished,no,no,female,yes,no,yes,yes,no,3,0.4668508,yes,yes,yes,yes,yes,0.9337016
8.1,196,71,25,8,position_abolished,no,no,female,yes,yes,no,no,no,6,0.4907652,yes,no,no,no,no,0.0
6.7,210,74,27,2,position_abolished,yes,no,female,yes,yes,yes,yes,yes,8,0.5203252,no,yes,yes,yes,yes,1.0406504
5.2,163,47,23,5,other,yes,no,female,yes,yes,yes,yes,yes,3,0.5536481,yes,yes,yes,yes,yes,1.1072962
4.0,255,14,21,2,seasonal_job_ended,no,no,female,yes,yes,no,no,no,8,0.5,no,no,no,no,no,0.0
8.8,197,34,27,5,other,no,yes,female,yes,yes,yes,yes,no,5,0.3117932,yes,no,no,no,no,0.0
5.3,175,56,29,13,other,no,no,female,yes,no,yes,yes,no,5,0.5,no,yes,yes,yes,yes,1.0
14.6,90,64,24,2,position_abolished,yes,no,female,yes,no,no,no,no,1,0.265252,no,yes,no,no,no,0.0
7.5,210,93,23,2,slack_work,no,no,female,yes,yes,yes,yes,yes,10,0.3932584,yes,yes,yes,yes,yes,0.7865168
6.2,170,22,23,37,slack_work,no,no,female,yes,yes,yes,yes,no,3,0.4861878,yes,no,no,no,no,0.0
3.3,236,14,27,40,other,no,no,female,yes,yes,yes,yes,no,7,0.5,yes,yes,no,no,no,0.0
9.0,161,33,25,1,position_abolished,no,yes,female,yes,yes,yes,yes,no,4,0.48,yes,no,no,no,no,0.0
10.3,115,64,23,13,position_abolished,yes,no,female,yes,yes,yes,yes,no,4,0.1277778,yes,no,yes,yes,yes,0.2555556
4.0,255,14,23,18,other,no,yes,female,yes,yes,yes,yes,no,8,0.4241843,yes,yes,yes,yes,yes,0.8483686
14.3,182,34,29,1,other,no,no,female,yes,yes,yes,yes,yes,1,0.5248619,yes,yes,yes,yes,yes,1.0497238
9.4,136,93,29,1,position_abolished,yes,yes,female,yes,yes,yes,yes,no,1,0.4186046,yes,yes,no,no,no,0.0
10.8,175,92,27,3,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.2953125,yes,yes,no,no,no,0.0
10.3,115,64,30,11,slack_work,no,no,female,yes,no,yes,yes,no,4,0.5,no,no,yes,yes,yes,1.0
5.8,188,82,21,12,other,no,no,female,yes,no,yes,yes,no,7,0.497561,no,yes,no,no,no,0.0
11.8,205,23,26,2,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.4814815,yes,no,yes,yes,yes,0.962963
4.3,141,12,25,9,other,no,no,female,yes,no,yes,yes,yes,3,0.5680934,no,no,yes,yes,yes,1.1361868
10.5,251,55,21,5,slack_work,no,no,female,yes,no,no,no,no,10,0.1253958,no,no,no,no,no,0.0
7.6,166,87,28,1,other,no,no,female,yes,no,yes,yes,yes,1,0.4947369,no,no,yes,yes,yes,0.9894738
11.8,225,55,30,2,slack_work,no,no,female,yes,yes,no,no,no,5,0.5186441,yes,yes,no,no,no,0.0
5.6,197,73,23,2,other,no,no,female,yes,yes,yes,yes,no,9,0.3932039,yes,no,yes,yes,yes,0.7864078
6.9,172,14,30,3,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.5014245,yes,yes,yes,yes,yes,1.002849
14.3,182,34,29,2,slack_work,no,no,female,yes,yes,yes,yes,no,1,0.3470086,yes,yes,no,no,no,0.0
3.5,228,56,28,1,other,no,no,female,yes,yes,no,no,no,8,0.5,yes,no,no,no,no,0.0
9.7,152,56,26,25,position_abolished,no,yes,female,yes,no,yes,yes,no,1,0.4333333,yes,no,no,no,no,0.0
8.0,168,74,30,10,slack_work,no,no,female,yes,no,yes,yes,yes,2,0.5189394,yes,yes,yes,yes,yes,1.0378788
9.0,197,73,22,1,other,no,no,female,yes,no,yes,yes,yes,2,0.521605,yes,yes,yes,yes,yes,1.04321
5.0,279,22,27,2,slack_work,no,yes,female,yes,yes,yes,yes,no,9,0.465587,no,no,no,no,no,0.0
10.3,115,64,26,4,other,yes,no,female,yes,no,yes,yes,no,4,0.5,no,yes,yes,yes,yes,1.0
5.8,166,93,20,1,other,no,yes,female,yes,yes,yes,yes,no,6,0.1299669,yes,yes,no,no,no,0.0
7.2,166,93,28,25,other,no,no,female,yes,yes,yes,yes,no,4,0.3955224,yes,no,no,no,no,0.0
4.6,186,42,25,1,slack_work,no,no,female,yes,no,no,no,no,10,0.4651899,no,yes,no,no,no,0.0
8.4,180,83,26,3,position_abolished,no,yes,female,yes,no,yes,yes,no,2,0.5185185,no,no,no,no,no,0.0
9.1,161,33,28,8,position_abolished,no,yes,female,yes,yes,yes,yes,yes,3,0.2303448,yes,yes,yes,yes,yes,0.4606896
11.1,120,63,21,3,other,yes,no,female,yes,no,yes,yes,no,3,0.3839009,yes,yes,yes,yes,yes,0.7678018
8.0,162,88,28,6,slack_work,yes,yes,female,yes,no,yes,yes,yes,4,0.421875,no,yes,yes,yes,yes,0.84375
6.1,163,47,25,2,other,no,yes,female,yes,yes,yes,yes,no,2,0.4524422,yes,no,yes,yes,yes,0.9048844
7.8,158,88,22,3,position_abolished,no,no,female,yes,yes,no,no,no,3,0.5227273,no,yes,no,no,no,0.0
5.8,198,54,29,3,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.2468354,yes,yes,yes,yes,yes,0.4936708
4.4,225,35,24,3,slack_work,no,no,female,yes,no,no,no,no,9,0.520202,yes,yes,no,no,no,0.0
5.6,190,93,24,3,other,no,no,female,yes,yes,yes,yes,no,9,0.3952703,yes,no,yes,yes,yes,0.7905406
13.1,205,72,30,2,other,yes,no,female,yes,yes,no,yes,no,5,0.519774,no,yes,yes,yes,yes,1.039548
9.0,161,33,26,1,other,no,no,female,yes,yes,no,yes,yes,4,0.48,yes,no,yes,yes,yes,0.96
6.3,149,47,28,2,slack_work,no,no,female,yes,no,yes,yes,yes,1,0.5389611,yes,yes,yes,yes,yes,1.0779222
6.4,197,87,24,2,other,no,no,female,yes,no,yes,yes,no,6,0.410989,yes,yes,yes,yes,yes,0.821978
11.0,179,35,21,1,slack_work,no,yes,female,yes,yes,yes,yes,yes,1,0.4975124,yes,yes,yes,yes,yes,0.9950248
9.4,197,92,24,5,slack_work,no,no,female,yes,no,no,no,no,3,0.5049505,yes,yes,no,no,no,0.0
10.8,105,64,25,3,slack_work,no,no,female,yes,yes,yes,yes,yes,3,0.301105,yes,yes,yes,yes,yes,0.60221
6.2,217,74,22,2,position_abolished,yes,no,female,yes,yes,yes,yes,no,9,0.5194175,no,no,yes,yes,yes,1.038835
6.5,115,86,28,9,slack_work,no,no,female,yes,yes,yes,yes,no,4,0.52,yes,no,yes,yes,yes,1.04
6.9,291,23,25,2,other,no,no,female,yes,no,no,no,no,10,0.520202,no,yes,no,no,no,0.0
9.7,146,42,25,12,slack_work,no,no,female,yes,no,yes,yes,no,1,0.5379538,yes,yes,no,no,no,0.0
4.1,240,15,20,3,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.5994236,yes,yes,no,no,no,0.0
11.7,140,61,26,3,other,no,no,female,yes,no,yes,yes,no,2,0.2796296,yes,yes,yes,yes,yes,0.5592592
7.7,171,81,28,7,other,no,no,female,yes,yes,yes,yes,no,4,0.4275,yes,yes,yes,yes,yes,0.855
7.8,132,12,24,1,slack_work,no,yes,female,yes,no,yes,yes,no,1,0.4117647,yes,no,no,no,no,0.0
4.8,179,44,30,1,other,no,no,female,yes,yes,no,no,no,7,0.4010989,no,no,no,no,no,0.0
3.8,207,14,23,3,other,no,no,female,yes,yes,yes,yes,yes,5,0.5,yes,yes,yes,yes,yes,1.0
5.9,206,84,27,4,slack_work,no,no,female,yes,no,yes,yes,yes,4,0.4577778,yes,yes,yes,yes,yes,0.9155556
10.0,205,72,21,3,slack_work,yes,no,female,yes,yes,yes,yes,no,3,0.518732,yes,yes,no,no,no,0.0
11.4,168,33,25,5,slack_work,no,yes,female,yes,no,yes,yes,no,2,0.493188,yes,yes,no,no,no,0.0
6.7,210,74,30,4,other,no,no,female,yes,no,yes,yes,no,8,0.5207373,yes,yes,yes,yes,yes,1.0414746
10.0,150,94,29,6,slack_work,yes,no,female,yes,no,yes,yes,yes,1,0.1815217,yes,no,yes,yes,yes,0.3630434
10.0,136,71,22,20,other,no,no,female,yes,no,yes,yes,no,1,0.5025641,no,yes,yes,yes,yes,1.0051282
8.8,197,34,21,20,other,no,yes,female,yes,yes,no,yes,no,5,0.1404658,yes,no,yes,yes,yes,0.2809316
14.6,90,64,27,2,slack_work,no,no,female,yes,no,yes,yes,yes,1,0.2232143,yes,yes,yes,yes,yes,0.4464286
6.3,191,41,29,12,other,no,no,female,yes,no,no,no,no,3,0.5192308,yes,no,no,no,no,0.0
5.3,166,93,24,20,other,no,no,female,yes,yes,no,yes,no,7,0.3928571,yes,yes,yes,yes,yes,0.7857142
6.8,150,59,26,3,other,no,no,female,yes,yes,no,no,no,4,0.5,no,no,no,no,no,0.0
6.7,197,73,20,1,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.5210527,yes,yes,no,no,no,0.0
12.0,205,72,28,2,other,yes,no,female,yes,no,no,yes,yes,6,0.5235294,yes,yes,yes,yes,yes,1.0470588
7.1,206,33,27,6,slack_work,no,no,female,yes,no,yes,yes,no,10,0.489011,yes,yes,no,no,no,0.0
11.5,205,72,29,2,slack_work,yes,no,female,yes,yes,no,no,no,4,0.52,yes,yes,no,no,no,0.0
9.0,282,14,20,1,slack_work,no,no,female,yes,no,no,no,no,10,0.5,no,no,no,no,no,0.0
6.7,210,74,29,3,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.4193548,yes,no,yes,yes,yes,0.8387096
6.7,188,94,29,4,other,no,no,female,yes,yes,yes,yes,no,8,0.3128599,yes,no,no,no,no,0.0
10.8,105,64,27,1,slack_work,no,no,female,yes,no,yes,yes,no,3,0.5024155,yes,yes,no,no,no,0.0
9.4,147,31,20,3,other,no,no,female,yes,yes,yes,yes,yes,3,0.4779874,no,yes,yes,yes,yes,0.9559748
7.1,197,73,28,2,slack_work,no,yes,female,yes,no,yes,yes,no,4,0.5214286,yes,yes,yes,yes,yes,1.0428572
7.1,118,57,25,1,position_abolished,no,no,female,yes,yes,yes,yes,no,3,0.3630952,yes,no,yes,yes,yes,0.7261904
5.5,202,88,22,3,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.1446655,yes,yes,no,no,no,0.0
7.0,185,73,25,2,position_abolished,yes,yes,female,yes,yes,yes,yes,no,3,0.519337,yes,yes,no,no,no,0.0
5.0,229,84,22,1,position_abolished,no,no,female,yes,yes,no,no,no,10,0.599278,yes,no,no,no,no,0.0
7.2,260,21,21,8,other,no,no,female,yes,yes,yes,yes,yes,10,0.2966715,yes,yes,yes,yes,yes,0.593343
8.4,180,83,26,1,slack_work,no,no,female,yes,no,no,no,no,2,0.5132275,yes,no,no,no,no,0.0
8.2,197,34,29,4,slack_work,no,no,female,yes,yes,yes,yes,no,6,0.4484412,no,yes,no,no,no,0.0
8.9,147,31,20,5,other,no,no,female,yes,yes,yes,yes,no,4,0.1909091,yes,yes,no,no,no,0.0
7.0,185,73,30,6,other,no,yes,female,yes,no,yes,yes,no,3,0.3706564,yes,yes,yes,yes,yes,0.7413128
6.5,180,21,29,1,other,no,yes,female,yes,no,yes,yes,no,4,0.5022222,no,yes,no,no,no,0.0
4.1,240,15,24,15,other,no,no,female,yes,yes,no,yes,yes,8,0.3895131,yes,yes,yes,yes,yes,0.7790262
9.0,206,53,27,1,position_abolished,yes,no,female,yes,yes,yes,yes,yes,3,0.5645161,no,yes,yes,yes,yes,1.1290322
5.5,169,31,27,20,other,no,no,female,yes,yes,yes,yes,no,8,0.3223684,yes,yes,yes,yes,yes,0.6447368
5.0,200,59,26,1,slack_work,no,no,female,yes,yes,yes,yes,no,7,0.4385542,yes,yes,yes,yes,yes,0.8771084
4.9,180,16,26,10,other,yes,no,female,yes,yes,yes,yes,no,4,0.3461539,yes,yes,yes,yes,yes,0.6923078
9.4,147,31,27,5,other,no,yes,female,yes,yes,yes,yes,yes,3,0.4779874,yes,yes,yes,yes,yes,0.9559748
5.8,166,93,24,2,position_abolished,no,yes,female,yes,yes,yes,yes,no,6,0.3945783,yes,yes,no,no,no,0.0
10.3,190,23,22,4,slack_work,no,no,female,yes,no,yes,yes,yes,1,0.52,yes,yes,yes,yes,yes,1.04
5.8,245,56,21,23,other,yes,yes,female,yes,no,yes,yes,no,10,0.502439,no,yes,no,no,no,0.0
6.0,156,16,24,1,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.5027624,no,yes,yes,yes,yes,1.0055248
8.1,150,51,27,2,other,no,yes,female,yes,no,yes,yes,no,2,0.150139,yes,yes,yes,yes,yes,0.300278
3.7,169,13,22,1,slack_work,no,no,female,yes,no,no,no,no,8,0.5785124,no,no,no,no,no,0.0
4.5,132,57,29,1,other,no,no,female,yes,yes,no,no,no,7,0.5,yes,no,no,no,no,0.0
6.4,120,43,30,1,slack_work,no,yes,female,yes,yes,yes,yes,no,4,0.3,yes,yes,no,no,no,0.0
7.1,118,57,30,4,other,yes,no,female,yes,no,no,no,no,3,0.5,no,no,no,no,no,0.0
7.4,168,33,29,3,other,no,yes,female,yes,yes,yes,yes,no,6,0.335443,no,no,no,no,no,0.0
7.8,166,93,28,8,slack_work,no,yes,female,yes,yes,yes,yes,no,3,0.3690987,yes,yes,no,no,no,0.0
6.4,196,31,23,4,other,no,yes,female,yes,yes,yes,yes,yes,10,0.3924051,yes,no,yes,yes,yes,0.7848102
6.8,125,57,26,1,slack_work,yes,no,female,yes,yes,yes,yes,yes,4,0.3246753,yes,yes,yes,yes,yes,0.6493506
5.4,125,21,21,24,other,no,no,female,yes,yes,yes,yes,no,2,0.4166667,yes,yes,yes,yes,yes,0.8333334
5.9,200,59,30,8,slack_work,no,no,female,yes,yes,no,no,no,9,0.4177215,no,yes,no,no,no,0.0
7.4,166,81,30,7,other,no,yes,male,yes,no,yes,yes,yes,3,0.5,yes,no,yes,yes,yes,1.0
11.7,140,61,55,7,other,no,no,male,yes,yes,yes,no,no,2,0.1997354,yes,yes,no,no,no,0.0
6.2,199,33,28,1,slack_work,no,no,male,yes,yes,no,no,no,9,0.3980583,yes,yes,no,no,no,0.0
5.5,120,46,30,3,seasonal_job_ended,no,no,male,yes,no,no,no,no,4,0.4,yes,no,no,no,no,0.0
7.5,210,93,27,3,slack_work,no,no,female,yes,yes,yes,yes,yes,10,0.3946488,no,yes,yes,yes,yes,0.7892976
9.3,140,61,50,12,other,yes,no,female,yes,no,no,no,no,3,0.4662379,yes,yes,no,no,no,0.0
9.5,140,61,32,12,position_abolished,no,no,male,yes,no,yes,yes,yes,4,0.28,yes,no,yes,yes,yes,0.56
6.9,153,52,60,21,position_abolished,no,no,female,yes,yes,no,no,no,2,0.3395062,yes,no,no,no,no,0.0
7.0,145,63,28,1,position_abolished,no,no,male,yes,yes,no,no,no,8,0.3631124,yes,yes,no,no,no,0.0
5.7,203,22,57,9,other,no,yes,female,yes,yes,yes,no,no,4,0.5985916,no,yes,no,no,no,0.0
12.2,158,31,22,2,other,no,yes,male,yes,yes,no,no,no,2,0.5,no,yes,no,no,no,0.0
5.0,229,84,42,6,slack_work,no,yes,male,yes,yes,no,no,no,10,0.3370577,yes,yes,no,no,no,0.0
9.1,214,23,22,1,slack_work,no,yes,male,yes,yes,no,no,no,3,0.5209003,no,yes,no,no,no,0.0
11.8,205,23,49,15,position_abolished,no,no,male,yes,yes,yes,yes,no,2,0.521605,yes,yes,yes,yes,yes,1.04321
4.3,176,54,25,2,position_abolished,no,no,male,yes,yes,yes,no,no,9,0.5188285,no,no,no,no,no,0.0
5.7,165,86,50,16,slack_work,no,no,female,yes,yes,no,yes,no,10,0.4113924,yes,yes,yes,yes,yes,0.8227848
11.7,148,33,41,13,slack_work,no,no,male,yes,yes,yes,no,no,1,0.5022421,yes,yes,no,no,no,0.0
5.3,175,56,21,1,slack_work,yes,no,male,yes,no,no,no,no,5,0.5,no,yes,no,no,no,0.0
11.1,120,63,56,3,position_abolished,yes,no,female,yes,yes,no,no,no,3,0.5414013,yes,yes,no,no,no,0.0
11.6,84,32,23,2,other,no,no,female,yes,no,no,no,no,1,0.374502,yes,yes,no,no,no,0.0
5.5,150,43,61,2,slack_work,no,no,male,yes,yes,yes,no,no,8,0.4676259,yes,yes,no,no,no,0.0
8.2,191,41,25,1,slack_work,no,no,male,yes,no,yes,yes,yes,2,0.3814815,yes,yes,yes,yes,yes,0.762963
11.8,205,23,39,1,other,no,yes,female,yes,yes,no,no,no,2,0.5185185,yes,no,no,no,no,0.0
4.5,184,56,30,2,position_abolished,no,no,female,yes,yes,no,no,no,6,0.5028248,no,yes,no,no,no,0.0
10.2,105,43,27,2,slack_work,no,no,male,yes,yes,yes,yes,no,1,0.2623318,yes,yes,yes,yes,yes,0.5246636
9.2,276,34,43,7,other,no,no,female,yes,no,no,yes,no,10,0.5253165,yes,yes,yes,yes,yes,1.050633
8.1,147,31,35,1,slack_work,yes,yes,male,yes,yes,no,no,no,5,0.4982456,no,yes,no,no,no,0.0
12.4,90,63,27,1,slack_work,yes,no,male,yes,no,no,no,no,1,0.5365854,no,yes,no,no,no,0.0
7.4,168,33,49,7,other,no,no,male,yes,yes,no,no,no,6,0.4824561,yes,no,no,no,no,0.0
10.8,225,55,32,13,slack_work,no,no,male,yes,no,no,no,no,6,0.375,yes,yes,no,no,no,0.0
5.0,175,47,53,19,position_abolished,no,no,male,yes,yes,yes,no,no,4,0.25,yes,yes,no,no,no,0.0
6.5,178,95,35,3,other,no,yes,male,yes,no,yes,no,no,2,0.3699422,yes,no,no,no,no,0.0
7.3,225,59,31,1,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.5,no,no,yes,yes,yes,1.0
5.4,280,23,45,10,slack_work,no,no,male,yes,yes,yes,no,no,9,0.4676113,yes,yes,no,no,no,0.0
12.6,105,64,51,1,other,no,no,male,yes,no,no,no,no,2,0.1609687,yes,no,no,no,no,0.0
9.4,136,93,29,2,other,no,no,male,yes,yes,yes,no,no,1,0.4179105,yes,no,no,no,no,0.0
8.5,269,15,54,8,slack_work,no,no,female,yes,yes,yes,no,no,10,0.6024097,yes,yes,no,no,no,0.0
5.6,162,12,32,6,slack_work,no,yes,male,yes,no,yes,yes,yes,9,0.2577519,yes,yes,yes,yes,yes,0.5155038
7.2,150,63,25,1,other,no,no,female,yes,no,no,yes,yes,10,0.5421687,yes,yes,yes,yes,yes,1.0843374
5.1,166,93,49,1,seasonal_job_ended,no,no,male,yes,no,no,no,no,8,0.3692308,yes,no,no,no,no,0.0
7.5,115,58,21,3,slack_work,no,no,male,yes,yes,yes,no,no,2,0.52,yes,yes,no,no,no,0.0
4.0,210,47,40,1,other,no,no,male,yes,no,yes,yes,no,8,0.5529954,yes,yes,yes,yes,yes,1.1059908
6.7,197,73,26,1,other,no,no,male,yes,yes,no,no,no,7,0.5170732,yes,yes,no,no,no,0.0
9.9,225,55,47,1,other,no,no,female,yes,no,no,yes,yes,7,0.5220588,no,no,yes,yes,yes,1.0441176
4.5,266,23,31,2,other,no,no,female,yes,no,yes,yes,no,8,0.520979,no,yes,yes,yes,yes,1.041958
5.7,175,59,29,3,slack_work,no,no,male,yes,yes,no,no,no,5,0.5,yes,yes,no,no,no,0.0
10.3,190,23,31,12,other,no,no,male,yes,no,yes,yes,yes,1,0.519403,yes,yes,yes,yes,yes,1.038806
8.7,179,82,48,2,slack_work,no,no,male,yes,no,yes,yes,no,5,0.3584521,yes,yes,yes,yes,yes,0.7169042
8.6,115,62,61,15,slack_work,no,no,female,yes,yes,no,no,no,3,0.4193548,yes,yes,no,no,no,0.0
11.9,110,62,33,1,other,yes,no,male,yes,yes,yes,yes,no,1,0.4172185,yes,yes,yes,yes,yes,0.834437
8.1,185,91,23,1,slack_work,no,yes,male,yes,yes,no,no,no,4,0.52,no,no,no,no,no,0.0
5.1,166,93,39,2,other,yes,yes,male,yes,yes,yes,no,no,8,0.3192905,yes,no,no,no,no,0.0
4.0,255,14,27,2,slack_work,no,no,male,yes,yes,no,no,no,8,0.5,no,yes,no,no,no,0.0
5.0,178,13,35,15,other,no,no,male,yes,no,no,no,no,9,0.4106145,yes,no,no,no,no,0.0
11.5,205,72,42,10,slack_work,no,no,male,yes,no,yes,yes,no,4,0.3416667,yes,no,yes,yes,yes,0.6833334
8.8,197,34,27,1,slack_work,no,yes,male,yes,yes,no,no,no,5,0.3391916,yes,yes,no,no,no,0.0
9.4,136,93,25,1,slack_work,no,no,male,yes,yes,no,no,no,1,0.4191617,no,no,no,no,no,0.0
7.3,210,74,51,29,position_abolished,no,no,male,yes,yes,yes,no,no,7,0.5192308,yes,yes,no,no,no,0.0
5.5,202,88,40,21,position_abolished,no,yes,female,yes,no,yes,no,no,10,0.285205,no,no,no,no,no,0.0
10.0,205,72,37,4,other,yes,yes,female,yes,no,yes,yes,no,3,0.5207373,no,yes,yes,yes,yes,1.0414746
9.7,166,93,40,14,seasonal_job_ended,no,yes,male,yes,no,no,yes,yes,2,0.2762346,yes,no,yes,yes,yes,0.5524692
6.6,224,74,44,2,slack_work,no,yes,male,yes,yes,yes,no,no,10,0.2774295,yes,no,no,no,no,0.0
8.5,176,84,41,1,slack_work,no,no,female,yes,yes,yes,no,no,1,0.6011236,no,no,no,no,no,0.0
10.0,205,72,20,4,slack_work,no,no,male,yes,no,no,no,no,3,0.5225806,no,no,no,no,no,0.0
7.3,225,59,24,1,slack_work,no,yes,male,yes,yes,no,no,no,10,0.5022625,no,yes,no,no,no,0.0
10.3,115,64,43,13,slack_work,yes,no,male,yes,no,yes,yes,no,4,0.4509804,yes,yes,yes,yes,yes,0.9019608
11.5,205,72,56,5,slack_work,no,no,male,yes,no,yes,no,no,4,0.52,yes,no,no,no,no,0.0
11.5,205,72,29,3,slack_work,no,no,male,yes,no,yes,yes,yes,4,0.5215687,yes,yes,yes,yes,yes,1.0431374
8.0,224,23,37,2,slack_work,no,yes,male,yes,yes,yes,yes,yes,4,0.4977778,yes,yes,yes,yes,yes,0.9955556
6.3,150,59,30,2,other,no,no,female,yes,yes,no,yes,yes,3,0.5,yes,no,yes,yes,yes,1.0
7.2,260,21,29,5,slack_work,no,no,female,yes,yes,no,yes,yes,10,0.5,yes,yes,yes,yes,yes,1.0
11.2,197,34,44,19,position_abolished,no,yes,male,yes,yes,yes,yes,no,3,0.3938224,yes,yes,yes,yes,yes,0.7876448
7.0,185,73,51,1,slack_work,no,no,male,yes,no,yes,no,no,3,0.4729064,yes,yes,no,no,no,0.0
7.2,260,21,32,2,slack_work,yes,no,female,yes,yes,no,yes,no,10,0.5021097,yes,yes,yes,yes,yes,1.0042194
10.0,205,72,57,22,other,no,no,male,yes,yes,yes,no,no,3,0.4453782,yes,no,no,no,no,0.0
9.1,214,23,33,10,other,no,yes,male,yes,no,yes,no,no,3,0.5,yes,yes,no,no,no,0.0
6.7,270,16,39,2,slack_work,no,no,male,yes,yes,yes,no,no,10,0.4493671,yes,yes,no,no,no,0.0
11.5,205,72,22,1,slack_work,no,no,male,yes,yes,no,no,no,4,0.5210527,no,yes,no,no,no,0.0
5.5,202,88,40,10,position_abolished,no,yes,male,yes,yes,yes,no,no,10,0.2531646,yes,yes,no,no,no,0.0
6.2,181,72,52,10,other,no,no,male,yes,yes,yes,no,no,9,0.03861,yes,no,no,no,no,0.0
5.5,169,31,49,2,slack_work,no,no,male,yes,yes,yes,yes,no,8,0.4983051,yes,no,yes,yes,yes,0.9966102
10.3,190,23,27,2,other,no,no,male,yes,yes,yes,yes,yes,1,0.5194445,yes,no,yes,yes,yes,1.038889
7.9,84,32,24,5,slack_work,no,no,female,yes,yes,yes,yes,yes,4,0.4666667,no,yes,yes,yes,yes,0.9333334
9.4,147,31,25,1,position_abolished,no,no,male,yes,yes,yes,yes,yes,3,0.4198895,yes,yes,yes,yes,yes,0.839779
7.6,166,87,34,1,other,no,no,male,yes,yes,yes,no,no,1,0.4147982,yes,no,no,no,no,0.0
9.4,136,93,31,2,other,no,no,male,yes,yes,yes,yes,no,1,0.2841122,yes,yes,yes,yes,yes,0.5682244
5.9,185,81,35,1,other,no,no,male,yes,no,yes,no,no,8,0.2652389,yes,no,no,no,no,0.0
10.1,136,71,37,3,other,no,no,female,yes,yes,yes,yes,no,2,0.5,no,yes,yes,yes,yes,1.0
6.0,272,14,52,22,slack_work,no,no,male,yes,yes,yes,yes,no,9,0.5012658,no,yes,yes,yes,yes,1.0025316
12.6,105,64,26,1,position_abolished,yes,no,male,yes,no,no,yes,no,2,0.4650206,yes,yes,yes,yes,yes,0.9300412
8.0,120,62,42,2,slack_work,no,yes,female,yes,yes,yes,no,no,4,0.420765,no,yes,no,no,no,0.0
7.6,229,34,35,11,other,no,no,female,yes,yes,no,no,no,7,0.525,yes,no,no,no,no,0.0
7.4,168,33,31,3,slack_work,no,yes,male,yes,yes,no,no,no,6,0.2268188,yes,yes,no,no,no,0.0
8.6,145,22,35,6,other,yes,yes,female,yes,yes,no,no,no,1,0.6666667,yes,yes,no,no,no,0.0
7.5,210,93,28,2,slack_work,no,no,male,yes,yes,no,no,no,10,0.3943662,no,no,no,no,no,0.0
8.0,120,62,20,1,slack_work,no,no,female,yes,no,no,no,no,4,0.4181818,no,yes,no,no,no,0.0
7.5,275,34,47,10,position_abolished,no,no,male,yes,yes,yes,no,no,9,0.4574899,yes,no,no,no,no,0.0
8.6,115,62,50,9,slack_work,no,no,female,yes,yes,yes,no,no,3,0.4172185,no,yes,no,no,no,0.0
9.7,166,93,41,11,other,no,no,female,yes,yes,no,no,no,2,0.344894,yes,yes,no,no,no,0.0
15.0,223,55,32,11,other,no,no,male,yes,yes,yes,yes,yes,3,0.5193236,yes,yes,yes,yes,yes,1.0386472
8.0,120,62,23,5,other,no,no,male,yes,no,yes,yes,yes,4,0.4181818,yes,yes,yes,yes,yes,0.8363636
11.9,118,57,31,1,slack_work,no,no,male,yes,no,no,no,no,1,0.5022421,no,yes,no,no,no,0.0
7.2,196,35,30,9,other,yes,no,male,yes,yes,yes,no,no,4,0.5,yes,yes,no,no,no,0.0
7.6,229,34,42,21,position_abolished,no,no,male,yes,yes,yes,yes,yes,7,0.3661972,yes,yes,yes,yes,yes,0.7323944
7.3,210,74,40,1,slack_work,no,no,male,yes,yes,yes,yes,no,7,0.5203252,yes,no,yes,yes,yes,1.0406504
