stateur,statemb,state,age,tenure,joblost,nwhite,school12,sex,bluecol,smsa,married,dkids,dykids,yrdispl,rr,head,ui,portfolio,derivatives,insurance,Sharpe
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.7,238,92,50,2,slack_work,no,yes,male,yes,no,yes,yes,no,8,0.65,yes,no,yes,yes,yes,1.3
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,160,62,47,16,other,yes,no,female,yes,yes,no,no,no,9,0.4049587,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,145,85,46,5,position_abolished,no,no,male,yes,no,yes,yes,no,3,0.3409091,yes,yes,yes,yes,yes,0.6818182
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,193,87,57,33,other,no,no,male,yes,no,yes,no,no,5,0.3321617,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.3,147,31,32,10,slack_work,no,no,male,yes,yes,no,no,no,1,0.367713,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.2,158,31,55,3,slack_work,no,no,female,yes,yes,yes,no,no,2,0.4977974,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,120,62,39,10,slack_work,no,no,female,yes,no,yes,yes,yes,5,0.4,no,yes,yes,yes,yes,0.8
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,146,42,35,11,slack_work,no,no,male,yes,no,yes,yes,no,1,0.4865672,yes,yes,yes,yes,yes,0.9731344
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,160,62,44,2,other,no,no,male,yes,no,yes,yes,yes,9,0.407767,yes,yes,yes,yes,yes,0.815534
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.2,197,34,50,1,slack_work,no,no,male,yes,yes,yes,yes,no,6,0.225573,yes,yes,yes,yes,yes,0.451146
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.4,168,33,21,3,other,no,no,male,yes,yes,no,no,no,2,0.502463,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.1,206,33,27,3,slack_work,no,no,male,yes,yes,yes,yes,yes,10,0.2650406,yes,yes,yes,yes,yes,0.5300812
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.3,150,59,23,3,other,no,no,male,yes,yes,yes,yes,yes,3,0.4983923,yes,no,yes,yes,yes,0.9967846
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,146,42,32,5,slack_work,no,no,male,yes,no,yes,yes,yes,1,0.4179487,yes,yes,yes,yes,yes,0.8358974
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
13.0,225,55,25,3,position_abolished,no,no,male,yes,no,yes,no,no,4,0.4054054,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,168,74,46,28,other,no,no,female,yes,yes,yes,no,no,2,0.5198238,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.4,140,45,40,16,position_abolished,no,no,male,yes,no,yes,yes,no,10,0.3512658,yes,no,yes,yes,yes,0.7025316
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.6,90,64,30,7,other,no,no,female,yes,no,no,yes,yes,1,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.9,105,43,25,7,slack_work,no,no,male,yes,yes,yes,yes,yes,2,0.1992945,yes,yes,yes,yes,yes,0.398589
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,129,45,33,2,other,no,yes,female,yes,no,yes,yes,yes,4,0.5,no,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.2,130,64,47,7,slack_work,no,no,male,yes,no,no,no,no,6,0.3514286,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.8,150,59,22,2,slack_work,yes,no,male,yes,yes,no,yes,no,4,0.5,no,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.3,147,31,33,2,other,no,no,male,yes,no,yes,yes,yes,1,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,156,16,37,1,position_abolished,no,no,male,yes,yes,yes,yes,no,2,0.223545,yes,yes,yes,yes,yes,0.44709
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,115,64,21,1,slack_work,no,no,male,yes,no,no,yes,no,5,0.5,no,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,197,44,37,1,slack_work,no,no,male,yes,yes,yes,yes,no,6,0.3589251,yes,yes,yes,yes,yes,0.7178502
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,166,93,23,3,slack_work,no,yes,male,yes,yes,no,no,no,2,0.3941799,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,156,16,26,5,seasonal_job_ended,no,no,male,yes,yes,no,yes,no,2,0.5,no,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.1,166,93,43,7,seasonal_job_ended,no,no,male,yes,yes,no,no,no,8,0.3920863,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.2,223,95,43,2,slack_work,yes,no,male,yes,yes,yes,yes,no,7,0.1860678,yes,no,yes,yes,yes,0.3721356
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.1,147,31,55,30,other,no,no,male,yes,yes,yes,yes,no,5,0.4881356,yes,yes,yes,yes,yes,0.9762712
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.6,90,64,34,15,slack_work,no,no,female,yes,no,yes,yes,no,1,0.502994,no,no,yes,yes,yes,1.005988
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.3,96,32,25,2,other,no,no,male,yes,yes,yes,yes,yes,7,0.56,yes,no,yes,yes,yes,1.12
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.8,232,23,54,11,other,no,no,male,yes,yes,yes,yes,no,5,0.3318777,yes,yes,yes,yes,yes,0.6637554
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.3,190,23,49,9,other,no,no,male,yes,yes,no,no,no,1,0.5210084,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,146,16,39,4,slack_work,no,yes,female,yes,yes,yes,yes,no,1,0.5,no,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,210,93,54,8,position_abolished,no,no,female,yes,yes,no,no,no,10,0.350211,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.3,220,71,37,1,other,no,yes,female,yes,yes,yes,yes,yes,10,0.5,no,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.8,158,81,44,4,other,no,no,male,yes,no,no,yes,no,2,0.3958333,yes,yes,yes,yes,yes,0.7916666
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.1,138,54,50,3,slack_work,no,no,male,yes,no,yes,no,no,2,0.5185185,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.3,140,61,58,4,slack_work,no,no,female,yes,no,yes,no,no,3,0.5291971,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,166,93,35,6,other,no,no,male,yes,yes,yes,yes,yes,2,0.2762346,yes,yes,yes,yes,yes,0.5524692
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,140,61,47,3,position_abolished,yes,yes,female,yes,yes,yes,yes,no,2,0.4114441,no,yes,yes,yes,yes,0.8228882
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,260,21,30,1,slack_work,no,no,male,yes,yes,no,yes,yes,10,0.4981949,yes,yes,yes,yes,yes,0.9963898
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,147,31,26,7,slack_work,no,no,male,yes,no,yes,yes,no,4,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.6,225,55,32,13,other,no,no,male,yes,no,no,no,no,8,0.5192308,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.4,200,35,37,7,slack_work,no,no,male,yes,no,no,no,no,8,0.5,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.7,184,31,44,17,other,yes,no,male,yes,yes,yes,no,no,9,0.4763407,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.4,213,84,32,2,slack_work,no,no,male,yes,no,yes,no,no,7,0.6009175,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.1,225,15,20,2,other,no,no,male,yes,yes,yes,no,no,7,0.4505495,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.8,188,94,31,1,other,no,no,male,yes,yes,no,no,no,5,0.4915254,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.5,184,56,26,5,other,yes,no,female,yes,no,yes,yes,yes,6,0.5031056,no,no,yes,yes,yes,1.0062112
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.8,232,23,29,8,slack_work,no,no,female,yes,yes,yes,yes,no,5,0.5186104,no,yes,yes,yes,yes,1.0372208
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,193,81,50,1,other,no,no,female,yes,no,yes,no,no,10,0.4873418,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.9,118,57,31,2,other,no,no,female,yes,yes,yes,no,no,1,0.5,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.9,140,61,37,1,position_abolished,no,no,male,yes,no,yes,yes,no,1,0.1997439,yes,yes,yes,yes,yes,0.3994878
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.0,143,42,46,2,slack_work,no,no,female,yes,yes,yes,yes,no,3,0.3785166,no,yes,yes,yes,yes,0.7570332
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,210,93,31,2,slack_work,no,yes,male,yes,yes,no,yes,yes,10,0.3939394,yes,yes,yes,yes,yes,0.7878788
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,140,61,28,6,other,no,no,male,yes,no,yes,yes,yes,2,0.4660494,yes,yes,yes,yes,yes,0.9320988
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.3,170,85,37,5,slack_work,no,no,female,yes,yes,no,no,no,9,0.5,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.9,140,61,24,1,seasonal_job_ended,no,yes,male,yes,no,yes,no,no,1,0.4508671,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.2,166,87,42,7,position_abolished,no,no,male,yes,no,yes,yes,no,2,0.2071759,yes,yes,yes,yes,yes,0.4143518
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.1,236,56,32,1,other,no,yes,male,yes,yes,yes,yes,yes,9,0.5,yes,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.2,178,91,26,1,position_abolished,no,no,male,yes,yes,yes,yes,yes,2,0.341637,yes,no,yes,yes,yes,0.683274
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,291,23,27,3,other,no,no,female,yes,yes,yes,no,no,10,0.5189874,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.3,182,34,45,16,other,no,no,male,yes,no,yes,yes,no,1,0.4787736,yes,yes,yes,yes,yes,0.9575472
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,167,56,36,12,other,yes,no,male,yes,no,yes,yes,yes,4,0.5018587,yes,yes,yes,yes,yes,1.0037174
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.4,136,93,37,1,other,no,no,male,yes,no,yes,yes,no,1,0.4198895,yes,yes,yes,yes,yes,0.839779
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.1,236,56,59,15,other,no,no,male,yes,no,yes,no,no,9,0.5,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,170,21,59,35,other,yes,no,male,yes,yes,yes,no,no,3,0.5,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,166,93,42,2,slack_work,no,no,male,yes,yes,yes,yes,no,4,0.2075,yes,no,yes,yes,yes,0.415
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,166,93,49,22,other,yes,no,male,yes,yes,yes,yes,no,2,0.3950617,yes,yes,yes,yes,yes,0.7901234
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.7,206,53,56,8,other,yes,no,male,yes,yes,no,no,no,1,0.5636364,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,120,63,60,5,other,no,no,female,yes,no,no,no,no,4,0.5409091,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.1,163,91,22,3,other,no,no,male,yes,no,no,no,no,1,0.5210527,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.4,182,13,39,5,other,no,yes,female,yes,no,yes,yes,no,10,0.5198556,no,yes,yes,yes,yes,1.0397112
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
13.7,90,63,41,3,slack_work,yes,yes,male,yes,yes,no,yes,no,2,0.2921687,yes,yes,yes,yes,yes,0.5843374
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,158,22,46,9,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.6666667,no,yes,yes,yes,yes,1.3333334
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,125,21,36,3,seasonal_job_ended,no,no,male,yes,yes,yes,yes,yes,2,0.5026455,yes,no,yes,yes,yes,1.005291
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,224,23,42,3,seasonal_job_ended,no,no,male,yes,yes,yes,no,no,4,0.52,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,146,16,35,5,other,no,no,male,yes,yes,yes,yes,no,1,0.4565826,yes,yes,yes,yes,yes,0.9131652
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,272,14,32,2,slack_work,no,no,female,yes,yes,no,no,no,9,0.5,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.8,166,93,30,5,slack_work,yes,no,female,yes,yes,yes,yes,yes,6,0.392283,no,yes,yes,yes,yes,0.784566
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,145,85,42,19,other,no,no,male,yes,no,yes,yes,yes,3,0.2415459,yes,no,yes,yes,yes,0.4830918
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,165,83,27,2,slack_work,no,no,male,yes,no,no,no,no,1,0.5197133,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,166,93,32,7,other,no,no,female,yes,yes,yes,yes,no,3,0.3922414,no,yes,yes,yes,yes,0.7844828
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.0,228,22,38,10,seasonal_job_ended,no,no,male,yes,yes,no,no,no,6,0.5699208,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.4,197,87,35,15,other,no,yes,male,yes,no,yes,yes,yes,6,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.7,166,85,36,12,other,no,no,male,yes,no,yes,yes,yes,8,0.4736842,yes,no,yes,yes,yes,0.9473684
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.2,276,34,23,1,slack_work,yes,yes,female,yes,yes,no,no,no,10,0.5240384,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,157,31,41,9,other,no,no,male,yes,yes,yes,yes,no,7,0.2513181,yes,yes,yes,yes,yes,0.5026362
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,148,33,39,15,other,no,no,male,yes,yes,yes,no,no,1,0.4230769,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.1,258,22,59,6,slack_work,no,no,male,yes,yes,yes,no,no,8,0.5371703,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,166,93,29,7,seasonal_job_ended,no,no,female,yes,no,yes,yes,yes,2,0.3925926,no,yes,yes,yes,yes,0.7851852
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,118,57,36,10,other,no,no,male,yes,yes,yes,yes,no,2,0.4057508,yes,yes,yes,yes,yes,0.8115016
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.0,189,74,45,7,slack_work,no,yes,male,yes,yes,yes,yes,no,4,0.3258621,yes,no,yes,yes,yes,0.6517242
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.9,110,62,39,15,slack_work,no,no,male,yes,yes,yes,no,no,1,0.3445378,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.3,225,59,36,1,slack_work,no,no,male,yes,yes,yes,yes,no,10,0.4980237,yes,no,yes,yes,yes,0.9960474
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.8,150,59,27,5,other,no,no,male,yes,yes,yes,no,no,4,0.5,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.3,166,93,22,2,slack_work,no,no,male,yes,yes,no,no,no,7,0.3318681,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.8,205,72,31,2,slack_work,yes,no,male,yes,yes,yes,yes,yes,2,0.4258189,yes,yes,yes,yes,yes,0.8516378
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.3,155,86,27,1,other,no,no,male,yes,no,yes,yes,yes,9,0.1636829,yes,no,yes,yes,yes,0.3273658
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.6,190,93,26,1,slack_work,no,no,male,yes,yes,no,no,no,9,0.3951368,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.4,183,72,31,5,slack_work,yes,no,male,yes,yes,yes,yes,no,1,0.5205128,yes,yes,yes,yes,yes,1.0410256
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.0,214,22,24,3,slack_work,no,yes,female,yes,yes,yes,no,no,5,0.6,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,158,88,22,1,slack_work,no,no,male,yes,yes,no,no,no,3,0.5212355,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.5,120,46,56,4,slack_work,no,no,male,yes,no,yes,yes,no,4,0.54,yes,no,yes,yes,yes,1.08
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.8,145,62,42,18,other,no,yes,female,yes,no,no,no,no,7,0.394309,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,125,21,35,2,slack_work,no,yes,female,yes,yes,no,yes,yes,2,0.5,yes,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.6,84,32,28,3,slack_work,no,no,male,yes,yes,yes,yes,yes,1,0.2107623,yes,yes,yes,yes,yes,0.4215246
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,168,74,58,20,other,no,no,male,yes,no,yes,no,no,2,0.5206186,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.1,130,85,20,1,other,no,no,male,yes,no,yes,yes,yes,1,0.4982079,yes,no,yes,yes,yes,0.9964158
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.5,266,23,28,9,slack_work,no,no,male,yes,yes,no,no,no,8,0.518732,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.1,180,21,35,6,slack_work,no,no,male,yes,yes,yes,yes,yes,8,0.327044,yes,yes,yes,yes,yes,0.654088
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.0,156,94,41,10,other,no,no,male,yes,no,yes,yes,no,3,0.1303298,yes,yes,yes,yes,yes,0.2606596
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,189,74,56,5,other,no,no,male,yes,yes,yes,no,no,5,0.4305556,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.8,166,93,26,4,position_abolished,no,no,male,yes,yes,yes,yes,yes,6,0.2764085,yes,yes,yes,yes,yes,0.552817
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.2,160,62,29,4,slack_work,no,yes,male,yes,no,no,no,no,9,0.4048583,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.6,166,87,46,7,position_abolished,no,no,male,yes,yes,yes,no,no,1,0.2765321,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
